game_version,mod_version,file_id,uploaded_at,file_name,file_url
"1.20.2","4.20.0","6218937","Feb 21, 2025","Super Factory Manager (SFM)-MC1.20.2-4.20.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/6218937"
"1.20.1","4.20.0","6218936","Feb 21, 2025","Super Factory Manager (SFM)-MC1.20.1-4.20.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/6218936"
"1.20","4.20.0","6218934","Feb 21, 2025","Super Factory Manager (SFM)-MC1.20-4.20.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/6218934"
"1.19.4","4.20.0","6218931","Feb 21, 2025","Super Factory Manager (SFM)-MC1.19.4-4.20.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/6218931"
"1.19.2","4.20.0","6218930","Feb 21, 2025","Super Factory Manager (SFM)-MC1.19.2-4.20.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/6218930"
"1.21.1","4.19.0","5664209","Aug 26, 2024","Super Factory Manager-1.21.1-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664209"
"1.21","4.19.0","5664208","Aug 26, 2024","Super Factory Manager-1.21-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664208"
"1.20.4","4.19.0","5664205","Aug 26, 2024","Super Factory Manager-1.20.4-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664205"
"1.20.3","4.19.0","5664203","Aug 26, 2024","Super Factory Manager-1.20.3-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664203"
"1.20.2","4.19.0","5664201","Aug 26, 2024","Super Factory Manager-1.20.2-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664201"
"1.20.1","4.19.0","5664200","Aug 26, 2024","Super Factory Manager-1.20.1-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664200"
"1.20","4.19.0","5664198","Aug 26, 2024","Super Factory Manager-1.20-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664198"
"1.19.2","4.19.0","5664195","Aug 26, 2024","Super Factory Manager-1.19.2-4.19.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5664195"
"1.21","4.18.0","5590182","Aug 2, 2024","Super Factory Manager-1.21-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590182"
"1.20.4","4.18.0","5590181","Aug 2, 2024","Super Factory Manager-1.20.4-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590181"
"1.20.3","4.18.0","5590180","Aug 2, 2024","Super Factory Manager-1.20.3-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590180"
"1.20.2","4.18.0","5590178","Aug 2, 2024","Super Factory Manager-1.20.2-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590178"
"1.20.1","4.18.0","5590176","Aug 2, 2024","Super Factory Manager-1.20.1-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590176"
"1.20","4.18.0","5590173","Aug 2, 2024","Super Factory Manager-1.20-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590173"
"1.19.4","4.18.0","5590172","Aug 2, 2024","Super Factory Manager-1.19.4-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590172"
"1.19.2","4.18.0","5590169","Aug 2, 2024","Super Factory Manager-1.19.2-4.18.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5590169"
"1.20.4","4.17.0","5533569","Jul 15, 2024","Super Factory Manager-1.20.4-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533569"
"1.20.3","4.17.0","5533568","Jul 15, 2024","Super Factory Manager-1.20.3-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533568"
"1.20.2","4.17.0","5533567","Jul 15, 2024","Super Factory Manager-1.20.2-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533567"
"1.20.1","4.17.0","5533566","Jul 15, 2024","Super Factory Manager-1.20.1-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533566"
"1.20","4.17.0","5533564","Jul 15, 2024","Super Factory Manager-1.20-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533564"
"1.19.4","4.17.0","5533563","Jul 15, 2024","Super Factory Manager-1.19.4-4.17.0.jar","https://www.curseforge.com/minecraft/mc-mods/super-factory-manager/files/5533563"
